year,county,inspector,status,noncompliant
2022,Clinton County,Kathy Melvin,NONCOMPLIANT,1
2022,Coles County,Doug Brubaker,NONCOMPLIANT,1
2022,Cook County,Bob Bowen,NONCOMPLIANT,1
2022,Crawford County,Kathy Melvin,NONCOMPLIANT,1
2022,Cumberland County,Kathy Melvin,NONCOMPLIANT,1
2022,Dekalb County,Sara Johnson,NONCOMPLIANT,1
2022,Dewitt County,Doug Brubaker,COMPLIANT,0
2022,Douglas County,Doug Brubaker,NONCOMPLIANT,1
2022,Dupage County,Bob Bowen,COMPLIANT,0
2022,Edgar County,Doug Brubaker,COMPLIANT,0
2022,Effingham County,Kathy Melvin,COMPLIANT,0
2022,Fayette County,Kathy Melvin,NONCOMPLIANT,1
2022,Ford County,Doug Brubaker,COMPLIANT,0
2022,Franklin County,Kathy Melvin,NONCOMPLIANT,1
2022,Fulton County,Doug Brubaker,COMPLIANT,0
2022,Greene County,Doug Brubaker,NONCOMPLIANT,1
2022,Grundy County,Jennifer Delaney,COMPLIANT,0
2022,Hancock County,Doug Brubaker,NONCOMPLIANT,1
2022,Hardin County,Kathy Melvin,NONCOMPLIANT,1
2022,Henderson County,Sara Johnson,NONCOMPLIANT,1
2022,Henry County,Jennifer Delaney,NONCOMPLIANT,1
2022,Iroquois County,Doug Brubaker,COMPLIANT,0
2022,Jackson County,Kathy Melvin,COMPLIANT,0
2022,Jefferson County,Kathy Melvin,COMPLIANT,0
2022,Jersey County,Doug Brubaker,COMPLIANT,0
2022,Jo Daviess County,Jennifer Delaney,NONCOMPLIANT,1
2022,Kane County,Jennifer Delaney,COMPLIANT,0
2022,Kankakee County,Errica Weatherspoon,NONCOMPLIANT,1
2022,Kendall County,Jennifer Delaney,COMPLIANT,0
2022,Knox County,Jennifer Delaney,NONCOMPLIANT,1
2022,Lake County,Bob Bowen,NONCOMPLIANT,1
2022,Lasalle County,Jennifer Delaney,COMPLIANT,0
2022,Lawrence County,Kathy Melvin,NONCOMPLIANT,1
2022,Lee County,Jennifer Delaney,NONCOMPLIANT,1
2022,Livingston County,Doug Brubaker,COMPLIANT,0
2022,Logan County,Doug Brubaker,NONCOMPLIANT,1
2022,Macon County,Doug Brubaker,COMPLIANT,0
2022,Macoupin County,Doug Brubaker,COMPLIANT,0
2022,Madison County,Kathy Melvin,COMPLIANT,0
2022,Marion County,Kathy Melvin,NONCOMPLIANT,1
2022,Marshall County,Jennifer Delaney,NONCOMPLIANT,1
2022,Mason County,Doug Brubaker,NONCOMPLIANT,1
2022,Massac County,Kathy Melvin,NONCOMPLIANT,1
2022,Mcdonough County,Doug Brubaker,NONCOMPLIANT,1
2022,Mchenry County,Jennifer Delaney,COMPLIANT,0
2022,Mclean County,Doug Brubaker,COMPLIANT,0
2022,Menard County,Doug Brubaker,COMPLIANT,0
2022,Mercer County,Jennifer Delaney,COMPLIANT,0
2022,Monroe County,Kathy Melvin,NONCOMPLIANT,1
2022,Montgomery County,Doug Brubaker,NONCOMPLIANT,1
2022,Morgan County,Doug Brubaker,COMPLIANT,0
2022,Moultrie County,Doug Brubaker,NONCOMPLIANT,1
2022,Ogle County,Jennifer Delaney,NONCOMPLIANT,1
2022,Peoria County,Doug Brubaker,COMPLIANT,0
2022,Perry County,Kathy Melvin,NONCOMPLIANT,1
2022,Piatt County,Doug Brubaker,NONCOMPLIANT,1
2022,Pike County,Doug Brubaker,NONCOMPLIANT,1
2022,Pulaski County,Kathy Melvin,NONCOMPLIANT,1
2022,Putnam County,Jennifer Delaney,COMPLIANT,0
2022,Randolph County,Kathy Melvin,NONCOMPLIANT,1
2022,Richland County,Kathy Melvin,NONCOMPLIANT,1
2022,Rock Island County,Jennifer Delaney,COMPLIANT,0
2022,Saline County,Kathy Melvin,NONCOMPLIANT,1
2022,Sangamon County,Doug Brubaker,NONCOMPLIANT,1
2022,Schuyler County,Doug Brubaker,NONCOMPLIANT,1
2022,Shelby County,Doug Brubaker,COMPLIANT,0
2022,St. Clair County,Kathy Melvin,NONCOMPLIANT,1
2022,Stark County,Jennifer Delaney,NONCOMPLIANT,1
2022,Stephenson County,Sara Johnson,NONCOMPLIANT,1
2022,Tazewell County,Doug Brubaker,COMPLIANT,0
2022,Vermilion County,Doug Brubaker,NONCOMPLIANT,1
2022,Wabash County,Kathy Melvin,NONCOMPLIANT,1
2022,Warren County,Jennifer Delaney,NONCOMPLIANT,1
2022,Washington County,Kathy Melvin,COMPLIANT,0
2022,Wayne County,Kathy Melvin,NONCOMPLIANT,1
2022,White County,Kathy Melvin,COMPLIANT,0
2022,Whiteside County,Jennifer Delaney,NONCOMPLIANT,1
2022,Will County,Bob Bowen,COMPLIANT,0
2022,Williamson County,Kathy Melvin,COMPLIANT,0
2022,Winnebago County,Jennifer Delaney,COMPLIANT,0
2022,Woodford County,Doug Brubaker,COMPLIANT,0
2023,Adams County,Bryan Stratton,COMPLIANT,0
2023,Bond County,Kathy Melvin,NONCOMPLIANT,1
2023,Boone County,Sara Johnson,COMPLIANT,0
2023,Bureau County,Sara Johnson,NONCOMPLIANT,1
2023,Carroll County,Sara Johnson,NONCOMPLIANT,1
2023,Champaign County,Bryan Stratton,COMPLIANT,0
2023,Christian County,Bob Bowen,NONCOMPLIANT,1
2023,Clark County,Kathy Melvin,NONCOMPLIANT,1
2023,Clay County,Kathy Melvin,NONCOMPLIANT,1
2023,Clinton County,Kathy Melvin,NONCOMPLIANT,1
2023,Coles County,Kathy Melvin,COMPLIANT,0
2023,Cook County,P. Morris,NONCOMPLIANT,1
2023,Crawford County,Kathy Melvin,COMPLIANT,0
2023,Cumberland County,Kathy Melvin,NONCOMPLIANT,1
2023,Dekalb County,Sara Johnson,COMPLIANT,0
2023,Dewitt County,Bryan Stratton,NONCOMPLIANT,1
2023,Douglas County,Bryan Stratton,NONCOMPLIANT,1
2023,Dupage County,P. Morris,COMPLIANT,0
2023,Edgar County,Bryan Stratton,NONCOMPLIANT,1
2023,Effingham County,Kathy Melvin,NONCOMPLIANT,1
2023,Fayette County,Kathy Melvin,NONCOMPLIANT,1
2023,Ford County,Bryan Stratton,NONCOMPLIANT,1
2023,Franklin County,Kathy Melvin,NONCOMPLIANT,1
2023,Fulton County,Sara Johnson,NONCOMPLIANT,1
2023,Greene County,Bryan Stratton,NONCOMPLIANT,1
2023,Grundy County,Sara Johnson,NONCOMPLIANT,1
2023,Hancock County,Bryan Stratton,NONCOMPLIANT,1
2023,Hardin County,Kathy Melvin,NONCOMPLIANT,1
2023,Henderson County,Sara Johnson,NONCOMPLIANT,1
2023,Henry County,Sara Johnson,NONCOMPLIANT,1
2023,Iroquois County,Bryan Stratton,NONCOMPLIANT,1
2023,Jackson County,Kathy Melvin,COMPLIANT,0
2023,Jasper County,Kathy Melvin,NONCOMPLIANT,1
2023,Jefferson County,Kathy Melvin,COMPLIANT,0
2023,Jersey County,Bryan Stratton,NONCOMPLIANT,1
2023,Jo Daviess County,Sara Johnson,NONCOMPLIANT,1
2023,Kane County,Sara Johnson,COMPLIANT,0
2023,Kankakee County,P. Morris,NONCOMPLIANT,1
2023,Kendall County,Sara Johnson,COMPLIANT,0
2023,Knox County,Sara Johnson,NONCOMPLIANT,1
2023,Lake County,P. Morris,NONCOMPLIANT,1
2023,Lasalle County,Sara Johnson,NONCOMPLIANT,1
2023,Lawrence County,Kathy Melvin,NONCOMPLIANT,1
2023,Lee County,Sara Johnson,NONCOMPLIANT,1
2023,Livingston County,Sara Johnson,NONCOMPLIANT,1
2023,Logan County,Bob Bowen,NONCOMPLIANT,1
2023,Macon County,Bryan Stratton,COMPLIANT,0
2023,Macoupin County,Kathy Melvin,NONCOMPLIANT,1
2023,Madison County,Kathy Melvin,COMPLIANT,0
2023,Marion County,Kathy Melvin,NONCOMPLIANT,1
2023,Marshall County,Sara Johnson,NONCOMPLIANT,1
2023,Mason County,Bryan Stratton,NONCOMPLIANT,1
2023,Massac County,Kathy Melvin,NONCOMPLIANT,1
2023,Mcdonough County,Bryan Stratton,NONCOMPLIANT,1
2023,Mchenry County,Sara Johnson,COMPLIANT,0
2023,Mclean County,Bryan Stratton,NONCOMPLIANT,1
2023,Menard County,Bryan Stratton,NONCOMPLIANT,1
2023,Mercer County,Sara Johnson,NONCOMPLIANT,1
2023,Monroe County,Kathy Melvin,NONCOMPLIANT,1
2023,Montgomery County,Bryan Stratton,NONCOMPLIANT,1
2023,Morgan County,Bryan Stratton,NONCOMPLIANT,1
2023,Moultrie County,Bryan Stratton,NONCOMPLIANT,1
2023,Ogle County,Sara Johnson,NONCOMPLIANT,1
2023,Peoria County,Sara Johnson,NONCOMPLIANT,1
2023,Perry County,Kathy Melvin,NONCOMPLIANT,1
2023,Piatt County,Bryan Stratton,NONCOMPLIANT,1
2023,Pike County,Bryan Stratton,NONCOMPLIANT,1
2023,Pulaski County,Kathy Melvin,COMPLIANT,0
2023,Putnam County,Sara Johnson,NONCOMPLIANT,1
2023,Randolph County,Kathy Melvin,NONCOMPLIANT,1
2023,Richland County,Kathy Melvin,COMPLIANT,0
2023,Rock Island County,Sara Johnson,NONCOMPLIANT,1
2023,Saline County,Kathy Melvin,NONCOMPLIANT,1
2023,Sangamon County,Bryan Stratton,NONCOMPLIANT,1
2023,Schuyler County,Bryan Stratton,NONCOMPLIANT,1
2023,Shelby County,Kathy Melvin,NONCOMPLIANT,1
2023,St Clair County,Kathy Melvin,NONCOMPLIANT,1
2023,Stark County,Sara Johnson,NONCOMPLIANT,1
2023,Stephenson County,Sara Johnson,COMPLIANT,0
2023,Tazewell County,Bryan Stratton,NONCOMPLIANT,1
2023,Vermilion County,Bryan Stratton,NONCOMPLIANT,1
2023,Wabash County,Kathy Melvin,NONCOMPLIANT,1
2023,Warren County,Sara Johnson,NONCOMPLIANT,1
2023,Washington County,Kathy Melvin,NONCOMPLIANT,1
2023,Wayne County,Kathy Melvin,COMPLIANT,0
2023,White County,Kathy Melvin,COMPLIANT,0
2023,Whiteside County,Sara Johnson,NONCOMPLIANT,1
2023,Will County,P. Morris,NONCOMPLIANT,1
2023,Williamson County,Kathy Melvin,NONCOMPLIANT,1
2023,Winnebago County,Sara Johnson,COMPLIANT,0
2023,Woodford County,Sara Johnson,NONCOMPLIANT,1
2024,Adams County,Bryan Stratton,NONCOMPLIANT,1
2024,Bond County,Kathy Melvin,NONCOMPLIANT,1
2024,Boone County,Sara Johnson,COMPLIANT,0
2024,Bureau County,Sara Johnson,COMPLIANT,0
2024,Carroll County,Sara Johnson,NONCOMPLIANT,1
2024,Champaign County,Bryan Stratton,COMPLIANT,0
2024,Christian County,Bryan Stratton,NONCOMPLIANT,1
2024,Clark County,Kathy Melvin,NONCOMPLIANT,1
2024,Clay County,Kathy Melvin,NONCOMPLIANT,1
2024,Clinton County,Kathy Melvin,NONCOMPLIANT,1
2024,Coles County,Bryan Stratton,COMPLIANT,0
2024,Cook County,P. Morris,NONCOMPLIANT,1
2024,Crawford County,Kathy Melvin,NONCOMPLIANT,1
2024,Cumberland County,Kathy Melvin,NONCOMPLIANT,1
2024,Dekalb County,Sara Johnson,COMPLIANT,0
2024,Dewitt County,Bryan Stratton,NONCOMPLIANT,1
2024,Douglas County,Bryan Stratton,NONCOMPLIANT,1
2024,Dupage County,P. Morris,COMPLIANT,0
2024,Edgar County,Bryan Stratton,NONCOMPLIANT,1
2024,Effingham County,Kathy Melvin,COMPLIANT,0
2024,Fayette County,Kathy Melvin,NONCOMPLIANT,1
2024,Ford County,Bryan Stratton,NONCOMPLIANT,1
2024,Franklin County,Kathy Melvin,NONCOMPLIANT,1
2024,Fulton County,Bryan Stratton,COMPLIANT,0
2024,Greene County,Bryan Stratton,NONCOMPLIANT,1
2024,Grundy County,Sara Johnson,COMPLIANT,0
2024,Hancock County,Bryan Stratton,NONCOMPLIANT,1
2024,Hardin County,Kathy Melvin,NONCOMPLIANT,1
2024,Henderson County,Sara Johnson,COMPLIANT,0
2024,Henry County,Sara Johnson,NONCOMPLIANT,1
2024,Iroquois County,Bryan Stratton,NONCOMPLIANT,1
2024,Jackson County,Kathy Melvin,COMPLIANT,0
2024,Jasper County,Kathy Melvin,NONCOMPLIANT,1
2024,Jefferson County,Kathy Melvin,COMPLIANT,0
2024,Jersey County,Bryan Stratton,NONCOMPLIANT,1
2024,Jo Daviess County,Sara Johnson,NONCOMPLIANT,1
2024,Kane County,Sara Johnson,COMPLIANT,0
2024,Kankakee County,P. Morris,NONCOMPLIANT,1
2024,Kendall County,Sara Johnson,COMPLIANT,0
2024,Knox County,Sara Johnson,NONCOMPLIANT,1
2024,Lasalle County,Sara Johnson,COMPLIANT,0
2024,Lake County,P. Morris,COMPLIANT,0
2024,Lawrence County,Kathy Melvin,NONCOMPLIANT,1
2024,Lee County,Sara Johnson,NONCOMPLIANT,1
2024,Livingston County,Bryan Stratton,COMPLIANT,0
2024,Logan County,Bryan Stratton,NONCOMPLIANT,1
2024,Macon County,Bryan Stratton,COMPLIANT,0
2024,Macoupin County,Bryan Stratton,NONCOMPLIANT,1
2024,Madison County,Kathy Melvin,NONCOMPLIANT,1
2024,Marion County,Kathy Melvin,NONCOMPLIANT,1
2024,Marshall County,Sara Johnson,NONCOMPLIANT,1
2024,Mason County,Bryan Stratton,NONCOMPLIANT,1
2024,Massac County,Kathy Melvin,NONCOMPLIANT,1
2024,Mcdonough County,Bryan Stratton,COMPLIANT,0
2024,Mchenry County,Sara Johnson,COMPLIANT,0
2024,Mclean County,Bryan Stratton,COMPLIANT,0
2024,Menard County,Bryan Stratton,NONCOMPLIANT,1
2024,Mercer County,Sara Johnson,NONCOMPLIANT,1
2024,Monroe County,Kathy Melvin,NONCOMPLIANT,1
2024,Montgomery County,Bryan Stratton,NONCOMPLIANT,1
2024,Morgan County,Bryan Stratton,NONCOMPLIANT,1
2024,Moultrie County,Bryan Stratton,NONCOMPLIANT,1
2024,Ogle County,Sara Johnson,NONCOMPLIANT,1
2024,Peoria County,Bryan Stratton,NONCOMPLIANT,1
2024,Perry County,Kathy Melvin,NONCOMPLIANT,1
2024,Piatt County,Bryan Stratton,COMPLIANT,0
2024,Pike County,Bryan Stratton,NONCOMPLIANT,1
2024,Pulaski County,Kathy Melvin,NONCOMPLIANT,1
2024,Putnam County,Sara Johnson,COMPLIANT,0
2024,Randolph County,Kathy Melvin,COMPLIANT,0
2024,Richland County,Kathy Melvin,NONCOMPLIANT,1
2024,Rock Island County,Sara Johnson,NONCOMPLIANT,1
2024,Saline County,Kathy Melvin,NONCOMPLIANT,1
2024,Sangamon County,Bryan Stratton,NONCOMPLIANT,1
2024,Schuyler County,Bryan Stratton,NONCOMPLIANT,1
2024,Shelby County,Bryan Stratton,NONCOMPLIANT,1
2024,St. Clair County,Kathy Melvin,NONCOMPLIANT,1
2024,Stephenson County,Sara Johnson,COMPLIANT,0
2024,Tazewell County,Bryan Stratton,COMPLIANT,0
2024,Vermilion County,Bryan Stratton,NONCOMPLIANT,1
2024,Wabash County,Kathy Melvin,NONCOMPLIANT,1
2024,Warren County,Sara Johnson,NONCOMPLIANT,1
2024,Washington County,Kathy Melvin,NONCOMPLIANT,1
2024,Wayne County,Kathy Melvin,COMPLIANT,0
2024,White County,Kathy Melvin,NONCOMPLIANT,1
2024,Whiteside County,Sara Johnson,COMPLIANT,0
2024,Will County,P. Morris,NONCOMPLIANT,1
2024,Williamson County,Kathy Melvin,NONCOMPLIANT,1
2024,Winnebago County,Sara Johnson,NONCOMPLIANT,1
2024,Woodford County,Bryan Stratton,COMPLIANT,0
2025,Adams County,Bryan Stratton,COMPLIANT,0
2025,Bond County,Kathy Melvin,NONCOMPLIANT,1
2025,Boone County,Sara Johnson,COMPLIANT,0
2025,Bureau County,Sara Johnson,COMPLIANT,0
2025,Carroll County,Sara Johnson,NONCOMPLIANT,1
2025,Champaign County,Bryan Stratton,COMPLIANT,0
2025,Christian County,Bryan Stratton,NONCOMPLIANT,1
2025,Clark County,Kathy Melvin,NONCOMPLIANT,1
2025,Clay County,Kathy Melvin,NONCOMPLIANT,1
2025,Clinton County,Kathy Melvin,NONCOMPLIANT,1
2025,Coles County,Bryan Stratton,COMPLIANT,0
2025,Cook County,P. Morris,NONCOMPLIANT,1
2025,Crawford County,Kathy Melvin,NONCOMPLIANT,1
2025,Cumberland County,Kathy Melvin,NONCOMPLIANT,1
2025,Dekalb County,Sara Johnson,COMPLIANT,0
2025,Dewitt County,Bryan Stratton,NONCOMPLIANT,1
2025,Douglas County,Jennifer Stout,NONCOMPLIANT,1
2025,Dupage County,P. Morris,COMPLIANT,0
2025,Edgar County,Bryan Stratton,NONCOMPLIANT,1
2025,Effingham County,Kathy Melvin,COMPLIANT,0
2025,Fayette County,Kathy Melvin,NONCOMPLIANT,1
2025,Ford County,Bryan Stratton,NONCOMPLIANT,1
2025,Franklin County,Kathy Melvin,NONCOMPLIANT,1
2025,Fulton County,Sara Johnson,NONCOMPLIANT,1
2025,Greene County,Bryan Stratton,NONCOMPLIANT,1
2025,Grundy County,Sara Johnson,COMPLIANT,0
2025,Hancock County,Bryan Stratton,NONCOMPLIANT,1
2025,Hardin County,Kathy Melvin,NONCOMPLIANT,1
2025,Henderson County,Sara Johnson,COMPLIANT,0
2025,Henry County,Sara Johnson,COMPLIANT,0
2025,Iroquois County,Bryan Stratton,COMPLIANT,0
2025,Jackson County,Kathy Melvin,COMPLIANT,0
2025,Jasper County,Kathy Melvin,NONCOMPLIANT,1
2025,Jefferson County,Kathy Melvin,COMPLIANT,0
2025,Jersey County,Bryan Stratton,COMPLIANT,0
2025,Jo Daviess County,Sara Johnson,NONCOMPLIANT,1
2025,Kane County,Sara Johnson,COMPLIANT,0
2025,Kankakee County,P. Morris,NONCOMPLIANT,1
2025,Kendall County,Sara Johnson,COMPLIANT,0
2025,Knox County,Sara Johnson,COMPLIANT,0
2025,Lasalle County,Sara Johnson,COMPLIANT,0
2025,Lake County,P. Morris,COMPLIANT,0
2025,Lawrence County,Kathy Melvin,NONCOMPLIANT,1
2025,Lee County,Sara Johnson,NONCOMPLIANT,1
2025,Livingston County,Sara Johnson,COMPLIANT,0
2025,Logan County,Bryan Stratton,COMPLIANT,0
2025,Macon County,Jennifer Stout,NONCOMPLIANT,1
2025,Macoupin County,Bryan Stratton,NONCOMPLIANT,1
2025,Madison County,Kathy Melvin,NONCOMPLIANT,1
2025,Marion County,Kathy Melvin,NONCOMPLIANT,1
2025,Marshall County,Sara Johnson,NONCOMPLIANT,1
2025,Mason County,Bryan Stratton,NONCOMPLIANT,1
2025,Massac County,Kathy Melvin,NONCOMPLIANT,1
2025,Mcdonough County,Bryan Stratton,COMPLIANT,0
2025,Mchenry County,Sara Johnson,COMPLIANT,0
2025,Mclean County,Bryan Stratton,COMPLIANT,0
2025,Menard County,Bryan Stratton,NONCOMPLIANT,1
2025,Mercer County,Sara Johnson,NONCOMPLIANT,1
2025,Monroe County,Kathy Melvin,NONCOMPLIANT,1
2025,Montgomery County,Bryan Stratton,NONCOMPLIANT,1
2025,Morgan County,Bryan Stratton,NONCOMPLIANT,1
2025,Moultrie County,Bryan Stratton,COMPLIANT,0
2025,Ogle County,Sara Johnson,COMPLIANT,0
2025,Peoria County,Sara Johnson,NONCOMPLIANT,1
2025,Perry County,Kathy Melvin,NONCOMPLIANT,1
2025,Piatt County,Bryan Stratton,COMPLIANT,0
2025,Pike County,Bryan Stratton,NONCOMPLIANT,1
2025,Pulaski County,Kathy Melvin,NONCOMPLIANT,1
2025,Putnam County,Sara Johnson,NONCOMPLIANT,1
2025,Randolph County,Kathy Melvin,NONCOMPLIANT,1
2025,Richland County,Kathy Melvin,COMPLIANT,0
2025,Rock Island County,Sara Johnson,COMPLIANT,0
2025,Saline County,Kathy Melvin,NONCOMPLIANT,1
2025,Sangamon County,Bryan Stratton,NONCOMPLIANT,1
2025,Schuyler County,Bryan Stratton,COMPLIANT,0
2025,Shelby County,Bryan Stratton,NONCOMPLIANT,1
2025,St. Clair County,Kathy Melvin,NONCOMPLIANT,1
2025,Stephenson County,Sara Johnson,COMPLIANT,0
2025,Tazewell County,Bryan Stratton,COMPLIANT,0
2025,Vermilion County,Bryan Stratton,NONCOMPLIANT,1
2025,Wabash County,Kathy Melvin,NONCOMPLIANT,1
2025,Warren County,Sara Johnson,NONCOMPLIANT,1
2025,Washington County,Kathy Melvin,COMPLIANT,0
2025,Wayne County,Kathy Melvin,COMPLIANT,0
2025,White County,Kathy Melvin,NONCOMPLIANT,1
2025,Whiteside County,Sara Johnson,COMPLIANT,0
2025,Will County,P. Morris,NONCOMPLIANT,1
2025,Williamson County,Kathy Melvin,NONCOMPLIANT,1
2025,Winnebago County,Sara Johnson,COMPLIANT,0
2025,Woodford County,Sara Johnson,COMPLIANT,0
